"AGE","AGE_ADJUSTED_RATE","CRUDE_RATE","EVENT_TYPE","RACE","SEX","SITE","YEAR","COUNT","POPULATION"
"0-14",0.1,NA,"Mortality","All Races","Male and Female","Bones and Joints","2010",75,61200686
"0-14",0.1,NA,"Mortality","All Races","Male and Female","Bones and Joints","2011",73,61168631
"0-14",0.1,NA,"Mortality","All Races","Male and Female","Bones and Joints","2012",68,61113314
"0-14",0.1,NA,"Mortality","All Races","Male and Female","Bones and Joints","2013",72,61067866
"0-14",0.1,NA,"Mortality","All Races","Male and Female","Bones and Joints","2013-2017",390,305059222
"0-14",0.1,NA,"Mortality","All Races","Male and Female","Bones and Joints","2014",85,61053482
"0-14",0.1,NA,"Mortality","All Races","Male and Female","Bones and Joints","2015",84,60999735
"0-14",0.1,NA,"Mortality","All Races","Male and Female","Bones and Joints","2016",82,60975441
"0-14",0.1,NA,"Mortality","All Races","Male and Female","Bones and Joints","2017",67,60962698
"0-14",0.7,NA,"Mortality","All Races","Male and Female","Brain and Other Nervous System","1999",431,59955368
"0-14",0.7,NA,"Mortality","All Races","Male and Female","Brain and Other Nervous System","2000",440,60279841
"0-14",0.7,NA,"Mortality","All Races","Male and Female","Brain and Other Nervous System","2001",416,60450257
"0-14",0.8,NA,"Mortality","All Races","Male and Female","Brain and Other Nervous System","2002",463,60563030
"0-14",0.8,NA,"Mortality","All Races","Male and Female","Brain and Other Nervous System","2003",458,60628650
"0-14",0.7,NA,"Mortality","All Races","Male and Female","Brain and Other Nervous System","2004",446,60651802
"0-14",0.7,NA,"Mortality","All Races","Male and Female","Brain and Other Nervous System","2005",426,60519046
"0-14",0.7,NA,"Mortality","All Races","Male and Female","Brain and Other Nervous System","2006",422,60516709
"0-14",0.7,NA,"Mortality","All Races","Male and Female","Brain and Other Nervous System","2007",426,60681615
"0-14",0.7,NA,"Mortality","All Races","Male and Female","Brain and Other Nervous System","2008",429,60907384
"0-14",0.7,NA,"Mortality","All Races","Male and Female","Brain and Other Nervous System","2009",402,61087581
"0-14",0.7,NA,"Mortality","All Races","Male and Female","Brain and Other Nervous System","2010",410,61200686
"0-14",0.7,NA,"Mortality","All Races","Male and Female","Brain and Other Nervous System","2011",439,61168631
"0-14",0.8,NA,"Mortality","All Races","Male and Female","Brain and Other Nervous System","2012",458,61113314
"0-14",0.7,NA,"Mortality","All Races","Male and Female","Brain and Other Nervous System","2013",437,61067866
"0-14",0.7,NA,"Mortality","All Races","Male and Female","Brain and Other Nervous System","2013-2017",2153,305059222
"0-14",0.7,NA,"Mortality","All Races","Male and Female","Brain and Other Nervous System","2014",420,61053482
"0-14",0.7,NA,"Mortality","All Races","Male and Female","Brain and Other Nervous System","2015",430,60999735
"0-14",0.7,NA,"Mortality","All Races","Male and Female","Brain and Other Nervous System","2016",444,60975441
"0-14",0.7,NA,"Mortality","All Races","Male and Female","Brain and Other Nervous System","2017",422,60962698
"0-14",NA,NA,"Mortality","All Races","Male and Female","Hodgkin Lymphoma","1999",NA,59955368
"0-14",NA,NA,"Mortality","All Races","Male and Female","Hodgkin Lymphoma","2000",NA,60279841
"0-14",NA,NA,"Mortality","All Races","Male and Female","Hodgkin Lymphoma","2001",NA,60450257
"0-14",NA,NA,"Mortality","All Races","Male and Female","Hodgkin Lymphoma","2002",NA,60563030
"0-14",NA,NA,"Mortality","All Races","Male and Female","Hodgkin Lymphoma","2003",NA,60628650
"0-14",NA,NA,"Mortality","All Races","Male and Female","Hodgkin Lymphoma","2004",NA,60651802
"0-14",NA,NA,"Mortality","All Races","Male and Female","Hodgkin Lymphoma","2005",NA,60519046
"0-14",NA,NA,"Mortality","All Races","Male and Female","Hodgkin Lymphoma","2006",NA,60516709
"0-14",NA,NA,"Mortality","All Races","Male and Female","Hodgkin Lymphoma","2007",NA,60681615
"0-14",NA,NA,"Mortality","All Races","Male and Female","Hodgkin Lymphoma","2008",NA,60907384
"0-14",NA,NA,"Mortality","All Races","Male and Female","Hodgkin Lymphoma","2009",NA,61087581
"0-14",NA,NA,"Mortality","All Races","Male and Female","Hodgkin Lymphoma","2010",NA,61200686
"0-14",NA,NA,"Mortality","All Races","Male and Female","Hodgkin Lymphoma","2011",NA,61168631
"0-14",NA,NA,"Mortality","All Races","Male and Female","Hodgkin Lymphoma","2012",NA,61113314
"0-14",NA,NA,"Mortality","All Races","Male and Female","Hodgkin Lymphoma","2013",NA,61067866
"0-14",NA,NA,"Mortality","All Races","Male and Female","Hodgkin Lymphoma","2013-2017",NA,305059222
"0-14",NA,NA,"Mortality","All Races","Male and Female","Hodgkin Lymphoma","2014",NA,61053482
"0-14",NA,NA,"Mortality","All Races","Male and Female","Hodgkin Lymphoma","2015",NA,60999735
"0-14",NA,NA,"Mortality","All Races","Male and Female","Hodgkin Lymphoma","2016",NA,60975441
"0-14",NA,NA,"Mortality","All Races","Male and Female","Hodgkin Lymphoma","2017",NA,60962698
"0-14",0.1,NA,"Mortality","All Races","Male and Female","Kidney and Renal Pelvis","1999",54,59955368
"0-14",0.1,NA,"Mortality","All Races","Male and Female","Kidney and Renal Pelvis","2000",46,60279841
"0-14",0.1,NA,"Mortality","All Races","Male and Female","Kidney and Renal Pelvis","2001",58,60450257
"0-14",0.1,NA,"Mortality","All Races","Male and Female","Kidney and Renal Pelvis","2002",42,60563030
"0-14",0.1,NA,"Mortality","All Races","Male and Female","Kidney and Renal Pelvis","2003",54,60628650
"0-14",0.1,NA,"Mortality","All Races","Male and Female","Kidney and Renal Pelvis","2004",51,60651802
"0-14",0.1,NA,"Mortality","All Races","Male and Female","Kidney and Renal Pelvis","2005",54,60519046
"0-14",0.1,NA,"Mortality","All Races","Male and Female","Kidney and Renal Pelvis","2006",43,60516709
"0-14",0.1,NA,"Mortality","All Races","Male and Female","Kidney and Renal Pelvis","2007",36,60681615
"0-14",0.1,NA,"Mortality","All Races","Male and Female","Kidney and Renal Pelvis","2008",46,60907384
"0-14",0.1,NA,"Mortality","All Races","Male and Female","Kidney and Renal Pelvis","2009",38,61087581
"0-14",0.1,NA,"Mortality","All Races","Male and Female","Kidney and Renal Pelvis","2010",46,61200686
"0-14",0.1,NA,"Mortality","All Races","Male and Female","Kidney and Renal Pelvis","2011",39,61168631
"0-14",0,NA,"Mortality","All Races","Male and Female","Kidney and Renal Pelvis","2012",30,61113314
"0-14",0.1,NA,"Mortality","All Races","Male and Female","Kidney and Renal Pelvis","2013",40,61067866
"0-14",0.1,NA,"Mortality","All Races","Male and Female","Kidney and Renal Pelvis","2013-2017",176,305059222
"0-14",0,NA,"Mortality","All Races","Male and Female","Kidney and Renal Pelvis","2014",24,61053482
"0-14",0.1,NA,"Mortality","All Races","Male and Female","Kidney and Renal Pelvis","2015",36,60999735
"0-14",0.1,NA,"Mortality","All Races","Male and Female","Kidney and Renal Pelvis","2016",38,60975441
"0-14",0.1,NA,"Mortality","All Races","Male and Female","Kidney and Renal Pelvis","2017",38,60962698
"0-14",0.8,NA,"Mortality","All Races","Male and Female","Leukemia","1999",451,59955368
"0-14",0.8,NA,"Mortality","All Races","Male and Female","Leukemia","2000",490,60279841
"0-14",0.8,NA,"Mortality","All Races","Male and Female","Leukemia","2001",503,60450257
"0-14",0.7,NA,"Mortality","All Races","Male and Female","Leukemia","2002",441,60563030
"0-14",0.8,NA,"Mortality","All Races","Male and Female","Leukemia","2003",505,60628650
"0-14",0.8,NA,"Mortality","All Races","Male and Female","Leukemia","2004",455,60651802
"0-14",0.7,NA,"Mortality","All Races","Male and Female","Leukemia","2005",417,60519046
"0-14",0.7,NA,"Mortality","All Races","Male and Female","Leukemia","2006",411,60516709
"0-14",0.7,NA,"Mortality","All Races","Male and Female","Leukemia","2007",441,60681615
"0-14",0.7,NA,"Mortality","All Races","Male and Female","Leukemia","2008",402,60907384
"0-14",0.6,NA,"Mortality","All Races","Male and Female","Leukemia","2009",389,61087581
"0-14",0.6,NA,"Mortality","All Races","Male and Female","Leukemia","2010",390,61200686
"0-14",0.6,NA,"Mortality","All Races","Male and Female","Leukemia","2011",342,61168631
"0-14",0.6,NA,"Mortality","All Races","Male and Female","Leukemia","2012",378,61113314
"0-14",0.6,NA,"Mortality","All Races","Male and Female","Leukemia","2013",350,61067866
"0-14",0.5,NA,"Mortality","All Races","Male and Female","Leukemia","2013-2017",1655,305059222
"0-14",0.5,NA,"Mortality","All Races","Male and Female","Leukemia","2014",296,61053482
"0-14",0.6,NA,"Mortality","All Races","Male and Female","Leukemia","2015",343,60999735
"0-14",0.6,NA,"Mortality","All Races","Male and Female","Leukemia","2016",351,60975441
"0-14",0.5,NA,"Mortality","All Races","Male and Female","Leukemia","2017",315,60962698
"0-14",0.1,NA,"Mortality","All Races","Male and Female","Non-Hodgkin Lymphoma","1999",55,59955368
"0-14",0.1,NA,"Mortality","All Races","Male and Female","Non-Hodgkin Lymphoma","2000",55,60279841
"0-14",0.1,NA,"Mortality","All Races","Male and Female","Non-Hodgkin Lymphoma","2001",40,60450257
"0-14",0.1,NA,"Mortality","All Races","Male and Female","Non-Hodgkin Lymphoma","2002",74,60563030
"0-14",0.1,NA,"Mortality","All Races","Male and Female","Non-Hodgkin Lymphoma","2003",50,60628650
"0-14",0.1,NA,"Mortality","All Races","Male and Female","Non-Hodgkin Lymphoma","2004",44,60651802
"0-14",0.1,NA,"Mortality","All Races","Male and Female","Non-Hodgkin Lymphoma","2005",55,60519046
"0-14",0.1,NA,"Mortality","All Races","Male and Female","Non-Hodgkin Lymphoma","2006",44,60516709
"0-14",0.1,NA,"Mortality","All Races","Male and Female","Non-Hodgkin Lymphoma","2007",40,60681615
"0-14",0.1,NA,"Mortality","All Races","Male and Female","Non-Hodgkin Lymphoma","2008",39,60907384
"0-14",0.1,NA,"Mortality","All Races","Male and Female","Non-Hodgkin Lymphoma","2009",38,61087581
"0-14",0.1,NA,"Mortality","All Races","Male and Female","Non-Hodgkin Lymphoma","2010",35,61200686
"0-14",0.1,NA,"Mortality","All Races","Male and Female","Non-Hodgkin Lymphoma","2011",32,61168631
"0-14",0.1,NA,"Mortality","All Races","Male and Female","Non-Hodgkin Lymphoma","2012",36,61113314
"0-14",0,NA,"Mortality","All Races","Male and Female","Non-Hodgkin Lymphoma","2013",29,61067866
"0-14",0.1,NA,"Mortality","All Races","Male and Female","Non-Hodgkin Lymphoma","2013-2017",168,305059222
"0-14",0.1,NA,"Mortality","All Races","Male and Female","Non-Hodgkin Lymphoma","2014",39,61053482
"0-14",0.1,NA,"Mortality","All Races","Male and Female","Non-Hodgkin Lymphoma","2015",35,60999735
"0-14",0.1,NA,"Mortality","All Races","Male and Female","Non-Hodgkin Lymphoma","2016",31,60975441
"0-14",0.1,NA,"Mortality","All Races","Male and Female","Non-Hodgkin Lymphoma","2017",34,60962698
"0-14",0.5,NA,"Mortality","All Races","Male and Female","Other","1999",328,59955368
"0-14",0.6,NA,"Mortality","All Races","Male and Female","Other","2000",333,60279841
"0-14",0.5,NA,"Mortality","All Races","Male and Female","Other","2001",297,60450257
"0-14",0.6,NA,"Mortality","All Races","Male and Female","Other","2002",342,60563030
"0-14",0.5,NA,"Mortality","All Races","Male and Female","Other","2003",311,60628650
"0-14",0.5,NA,"Mortality","All Races","Male and Female","Other","2004",317,60651802
"0-14",0.5,NA,"Mortality","All Races","Male and Female","Other","2005",318,60519046
"0-14",0.5,NA,"Mortality","All Races","Male and Female","Other","2006",296,60516709
"0-14",0.5,NA,"Mortality","All Races","Male and Female","Other","2007",306,60681615
"0-14",0.5,NA,"Mortality","All Races","Male and Female","Other","2008",286,60907384
"0-14",0.4,NA,"Mortality","All Races","Male and Female","Other","2009",271,61087581
"0-14",0.5,NA,"Mortality","All Races","Male and Female","Other","2010",286,61200686
"0-14",0.4,NA,"Mortality","All Races","Male and Female","Other","2011",273,61168631
"0-14",0.5,NA,"Mortality","All Races","Male and Female","Other","2012",292,61113314
"0-14",0.4,NA,"Mortality","All Races","Male and Female","Other","2013",254,61067866
"0-14",0.4,NA,"Mortality","All Races","Male and Female","Other","2013-2017",1301,305059222
"0-14",0.5,NA,"Mortality","All Races","Male and Female","Other","2014",285,61053482
"0-14",0.4,NA,"Mortality","All Races","Male and Female","Other","2015",235,60999735
"0-14",0.4,NA,"Mortality","All Races","Male and Female","Other","2016",269,60975441
"0-14",0.4,NA,"Mortality","All Races","Male and Female","Other","2017",258,60962698
"0-14",0.1,NA,"Mortality","All Races","Male and Female","Soft Tissue","1999",87,59955368
"0-14",0.1,NA,"Mortality","All Races","Male and Female","Soft Tissue","2000",71,60279841
"0-14",0.1,NA,"Mortality","All Races","Male and Female","Soft Tissue","2001",86,60450257
"0-14",0.2,NA,"Mortality","All Races","Male and Female","Soft Tissue","2002",95,60563030
"0-14",0.1,NA,"Mortality","All Races","Male and Female","Soft Tissue","2003",78,60628650
"0-14",0.2,NA,"Mortality","All Races","Male and Female","Soft Tissue","2004",98,60651802
"0-14",0.1,NA,"Mortality","All Races","Male and Female","Soft Tissue","2005",83,60519046
"0-14",0.1,NA,"Mortality","All Races","Male and Female","Soft Tissue","2006",80,60516709
"0-14",0.1,NA,"Mortality","All Races","Male and Female","Soft Tissue","2007",82,60681615
"0-14",0.1,NA,"Mortality","All Races","Male and Female","Soft Tissue","2008",89,60907384
"0-14",0.2,NA,"Mortality","All Races","Male and Female","Soft Tissue","2009",98,61087581
"0-14",0.1,NA,"Mortality","All Races","Male and Female","Soft Tissue","2010",79,61200686
"0-14",0.1,NA,"Mortality","All Races","Male and Female","Soft Tissue","2011",84,61168631
"0-14",0.2,NA,"Mortality","All Races","Male and Female","Soft Tissue","2012",101,61113314
"0-14",0.2,NA,"Mortality","All Races","Male and Female","Soft Tissue","2013",101,61067866
"0-14",0.2,NA,"Mortality","All Races","Male and Female","Soft Tissue","2013-2017",491,305059222
"0-14",0.1,NA,"Mortality","All Races","Male and Female","Soft Tissue","2014",76,61053482
"0-14",0.2,NA,"Mortality","All Races","Male and Female","Soft Tissue","2015",105,60999735
"0-14",0.2,NA,"Mortality","All Races","Male and Female","Soft Tissue","2016",107,60975441
"0-14",0.2,NA,"Mortality","All Races","Male and Female","Soft Tissue","2017",102,60962698
"0-19",2.6,2.6,"Incidence","All Races","Female","Acute Lymphocytic","1999",988,38104609
"0-19",2.8,2.8,"Incidence","All Races","Female","Acute Lymphocytic","2000",1069,38361549
"0-19",2.9,2.9,"Incidence","All Races","Female","Acute Lymphocytic","2001",1127,38993058
"0-19",2.8,2.7,"Incidence","All Races","Female","Acute Lymphocytic","2002",1069,39131424
"0-19",2.7,2.7,"Incidence","All Races","Female","Acute Lymphocytic","2003",1052,39692016
"0-19",2.8,2.8,"Incidence","All Races","Female","Acute Lymphocytic","2004",1110,39865121
"0-19",2.8,2.8,"Incidence","All Races","Female","Acute Lymphocytic","2005",1101,39998876
"0-19",2.9,2.8,"Incidence","All Races","Female","Acute Lymphocytic","2006",1141,40165421
"0-19",3,3,"Incidence","All Races","Female","Acute Lymphocytic","2007",1207,40382360
"0-19",3.1,3.1,"Incidence","All Races","Female","Acute Lymphocytic","2008",1265,40576293
"0-19",3,3,"Incidence","All Races","Female","Acute Lymphocytic","2009",1224,40670476
"0-19",2.9,2.9,"Incidence","All Races","Female","Acute Lymphocytic","2010",1189,40632802
"0-19",3.2,3.2,"Incidence","All Races","Female","Acute Lymphocytic","2011",1297,40459979
"0-19",3,3,"Incidence","All Races","Female","Acute Lymphocytic","2012",1215,40305950
"0-19",3,3,"Incidence","All Races","Female","Acute Lymphocytic","2013",1189,40209737
"0-19",3,3,"Incidence","All Races","Female","Acute Lymphocytic","2013-2017",5957,200815055
"0-19",2.9,2.9,"Incidence","All Races","Female","Acute Lymphocytic","2014",1158,40151698
"0-19",3.1,3.1,"Incidence","All Races","Female","Acute Lymphocytic","2015",1251,40146685
"0-19",3.1,3.1,"Incidence","All Races","Female","Acute Lymphocytic","2016",1241,40165280
"0-19",2.8,2.8,"Incidence","All Races","Female","Acute Lymphocytic","2017",1118,40141655
"0-19",0.7,0.7,"Incidence","All Races","Female","Acute Myeloid","1999",260,38104609
"0-19",0.6,0.6,"Incidence","All Races","Female","Acute Myeloid","2000",243,38361549
"0-19",0.7,0.7,"Incidence","All Races","Female","Acute Myeloid","2001",260,38993058
"0-19",0.7,0.7,"Incidence","All Races","Female","Acute Myeloid","2002",261,39131424
"0-19",0.6,0.6,"Incidence","All Races","Female","Acute Myeloid","2003",256,39692016
"0-19",0.6,0.6,"Incidence","All Races","Female","Acute Myeloid","2004",242,39865121
"0-19",0.7,0.7,"Incidence","All Races","Female","Acute Myeloid","2005",264,39998876
"0-19",0.7,0.7,"Incidence","All Races","Female","Acute Myeloid","2006",290,40165421
"0-19",0.7,0.7,"Incidence","All Races","Female","Acute Myeloid","2007",278,40382360
"0-19",0.7,0.7,"Incidence","All Races","Female","Acute Myeloid","2008",298,40576293
"0-19",0.7,0.7,"Incidence","All Races","Female","Acute Myeloid","2009",299,40670476
